Politique
FIFO

Numéro    Intitulé              Arrivée    Durée    Priorité
1423      Tache1423                 3711        2           2
1424      Tache1424                 1406        3           0
1425      Tache1425                 3214        6           9
1426      Tache1426                  909        9          10
1427      Tache1427                 2293        8           8
1428      Tache1428                  551        3          10
1429      Tache1429                 4403        9           0
1430      Tache1430                 1420        2           8
1431      Tache1431                  198        3           0
1432      Tache1432                 2549        4           1
1433      Tache1433                 3705        5           1
1434      Tache1434                   39        6           4
1435      Tache1435                 2947       10           3
1436      Tache1436                 4683        5           8
1437      Tache1437                 1350        2           0
1438      Tache1438                 4765        6           2
1439      Tache1439                  244        4           5
1440      Tache1440                 3451        7           1
1441      Tache1441                 3385        2           3
1442      Tache1442                 2644       10           4
1443      Tache1443                 1507        5           3
1444      Tache1444                   65        5           6
1445      Tache1445                 1765        8          10
1446      Tache1446                 1259        1           6
1447      Tache1447                 1585       10           9
1448      Tache1448                 4113        3           7
1449      Tache1449                  924        6           6
1450      Tache1450                 2737        7           7
1451      Tache1451                 3139        2           2
1452      Tache1452                 4590        2           3
1453      Tache1453                 4836        5          10
1454      Tache1454                 1558        8           0
1455      Tache1455                 2035        9           4
1456      Tache1456                 3521        8           8
1457      Tache1457                 2939        2          10
1458      Tache1458                 2630        2           1
1459      Tache1459                 4408        7           3
1460      Tache1460                 2821        9           0
1461      Tache1461                 1557        2           1
1462      Tache1462                  867        1           4
1463      Tache1463                 3756        7           1
1464      Tache1464                 1968        7           4
1465      Tache1465                 1956        1           5
1466      Tache1466                 1617        9           9
1467      Tache1467                 1541        8           6
1468      Tache1468                 4732        8           0
1469      Tache1469                 1558        6           6
1470      Tache1470                 4786        5           1
1471      Tache1471                 2733        8           1
1472      Tache1472                 4261        4           2
1473      Tache1473                 2087        7           0
1474      Tache1474                  879        4           7
1475      Tache1475                 2071        1           9
1476      Tache1476                 1725        7           3
1477      Tache1477                 2652        1           3
1478      Tache1478                 3419       10           5
1479      Tache1479                 2626        8           5
1480      Tache1480                   99        3           1
1481      Tache1481                 2481        5           2
1482      Tache1482                 1206        2           1
1483      Tache1483                 4995        2           4
1484      Tache1484                 1110        1           2
1485      Tache1485                 2458        4           6
1486      Tache1486                 4653        8           4
1487      Tache1487                 3581        2           9
1488      Tache1488                 2819        8           6
1489      Tache1489                 4505        4           2
1490      Tache1490                 3241        9           4
1491      Tache1491                 2508        2          10
1492      Tache1492                 1755        6           4
1493      Tache1493                 3587        5           5
1494      Tache1494                 3132        4           4
1495      Tache1495                  963        8           4
1496      Tache1496                  634        3           7
1497      Tache1497                  638        5           6
1498      Tache1498                 3642        8           0
1499      Tache1499                 2443        1           8
1500      Tache1500                 3511        6           5
1501      Tache1501                 2207        8           1
1502      Tache1502                 3550       10           6
1503      Tache1503                 1868        6           4
1504      Tache1504                 1857        4           9
1505      Tache1505                 4844        6          10
1506      Tache1506                 4548        4           0
1507      Tache1507                 4781        4           9
1508      Tache1508                 1269       10           0
1509      Tache1509                  892        4           6
1510      Tache1510                  706        4           6
1511      Tache1511                 3509        9           9
1512      Tache1512                  208        5           3
1513      Tache1513                  586        6           2
1514      Tache1514                 4062        1           1
1515      Tache1515                 3814        9           4
1516      Tache1516                 1219        9           3
1517      Tache1517                 4606        9           6
1518      Tache1518                 4110        4           5
1519      Tache1519                 4260        2           2
1520      Tache1520                 3867        5          10
1521      Tache1521                 2997        5           9
1522      Tache1522                 2839        5          10
1523      Tache1523                 3545        7           5
1524      Tache1524                 4004        9          10
1525      Tache1525                 2831        7           6
1526      Tache1526                 2824        1           7
1527      Tache1527                 4234        2           9
1528      Tache1528                 4150        1           7
1529      Tache1529                 2698        2           9
1530      Tache1530                 3378        7           2
1531      Tache1531                 4291        8           3
1532      Tache1532                 1783       10           1
1533      Tache1533                 1088        3           6
1534      Tache1534                 1958        8           0
1535      Tache1535                 2794        1           4
1536      Tache1536                 4753        2           5
1537      Tache1537                 4667        2          10
1538      Tache1538                 4148        8           5
1539      Tache1539                 3497        1           8
1540      Tache1540                 4080        1           1
1541      Tache1541                 1837        4          10
1542      Tache1542                 3822        4           9
1543      Tache1543                   82        2           8
1544      Tache1544                 4414       10           5
1545      Tache1545                 4049        9           7
1546      Tache1546                 1087        8           4
1547      Tache1547                 1995        2           0
1548      Tache1548                 1878        4           1
1549      Tache1549                 1638        1           5
1550      Tache1550                  410       10           2
1551      Tache1551                 3857        4           5
1552      Tache1552                 1997        7           5
1553      Tache1553                 2648        4           9
1554      Tache1554                 4791        9           9
1555      Tache1555                 3129        1           2
1556      Tache1556                  877        1           7
1557      Tache1557                   28        7           1
1558      Tache1558                 2394        5           7
1559      Tache1559                 1352        5           9
1560      Tache1560                 3597        1           3
1561      Tache1561                  882        2           9
1562      Tache1562                 2050        5           4
1563      Tache1563                 3287        4          10
1564      Tache1564                 1845        8          10
1565      Tache1565                 4225        1           7
1566      Tache1566                 2603        3          10
1567      Tache1567                 4358        3           2
1568      Tache1568                 3023        8           2
1569      Tache1569                 1481        4           8
1570      Tache1570                  888       10           3
1571      Tache1571                  929        9           6
1572      Tache1572                 2302        7          10
1573      Tache1573                 4686        2           8
1574      Tache1574                 3719        1           5
1575      Tache1575                  446        3           0
1576      Tache1576                 1705        6           5
1577      Tache1577                 4914        3           1
1578      Tache1578                 4744        6           3
1579      Tache1579                 2418        3           3
1580      Tache1580                 4173        9           4
1581      Tache1581                 3697        8           6
1582      Tache1582                 2750        4           9
1583      Tache1583                 4519        8           6
1584      Tache1584                 2850        4           2
1585      Tache1585                  675       10           1
1586      Tache1586                 4304        4          10
1587      Tache1587                 3415        1           7
1588      Tache1588                 2328        7           9
1589      Tache1589                 2067        3          10
1590      Tache1590                 4874        5           4
1591      Tache1591                 1911        4           3
1592      Tache1592                 3613        1           3
1593      Tache1593                 1990        6           7
1594      Tache1594                 1854       10          10
1595      Tache1595                 1278        6           1
1596      Tache1596                 3199        6           7
1597      Tache1597                 1819        7           2
1598      Tache1598                 3464        8           4
1599      Tache1599                 2751       10           0
1600      Tache1600                  814        5           0
1601      Tache1601                 1042        2           7
1602      Tache1602                 3629        6           7
1603      Tache1603                 3365       10           3
1604      Tache1604                 4982        9           7
1605      Tache1605                 3781        7           7
1606      Tache1606                 4968        7          10
1607      Tache1607                  742        1           1
1608      Tache1608                 2016        8           9
1609      Tache1609                 2729        2           9
1610      Tache1610                 2322        5           1
1611      Tache1611                 4648        7           8
1612      Tache1612                 2973        8          10
1613      Tache1613                 3118        3           1
1614      Tache1614                 4500        7          10
1615      Tache1615                 4506        6           9
1616      Tache1616                 3912       10           8
1617      Tache1617                 2187        5           3
1618      Tache1618                 2773        2          10
1619      Tache1619                 4508        2           8
1620      Tache1620                  299        8           7
1621      Tache1621                 3644        4           4
1622      Tache1622                 4573        8          10
1623      Tache1623                 2637        9           1
1624      Tache1624                 1391        5           8
1625      Tache1625                 1033        8           3
1626      Tache1626                 3859        3           5
1627      Tache1627                  653       10           6
1628      Tache1628                 2644        7           3
1629      Tache1629                 3025        4           3
1630      Tache1630                 3511        1           8
1631      Tache1631                 4544        6          10
1632      Tache1632                 2889        3           8
1633      Tache1633                 4631        5           2
1634      Tache1634                 2471       10           2
1635      Tache1635                 3295        1           6
1636      Tache1636                 1143        7           0
1637      Tache1637                 3023        9           0
1638      Tache1638                 1338        1           5
1639      Tache1639                 4018        2           3
1640      Tache1640                 3799        6           6
1641      Tache1641                 1910        8          10
1642      Tache1642                  787        2           7
1643      Tache1643                 4343        5           2
1644      Tache1644                  437        4          10
1645      Tache1645                 1057        6           4
1646      Tache1646                 3849        7           0
1647      Tache1647                 1439        9           6
1648      Tache1648                 3293        1           1
1649      Tache1649                 4016        3           8
1650      Tache1650                 1492        5           1
1651      Tache1651                 3962        5           4
1652      Tache1652                 3715        2           4
1653      Tache1653                  310        8           5
1654      Tache1654                 2956        1          10
1655      Tache1655                 3537        1           3
1656      Tache1656                   38        9           6
1657      Tache1657                 2408        1          10
1658      Tache1658                 4312        4           7
1659      Tache1659                 4575        6           0
1660      Tache1660                 4695        4           9
1661      Tache1661                  599        8           6
1662      Tache1662                 4209        4           3
1663      Tache1663                  379        7           6
1664      Tache1664                   40        3           9
1665      Tache1665                 1586        8          10
1666      Tache1666                 3839        8           1
1667      Tache1667                 3734        4           1
1668      Tache1668                 3575       10           0
1669      Tache1669                 3973        4          10
1670      Tache1670                 1956        6           8
1671      Tache1671                 2993        1           2
1672      Tache1672                 3046       10           6
1673      Tache1673                  826        7           3
1674      Tache1674                 1621        1           6
1675      Tache1675                 1878        4           2
1676      Tache1676                  873        4           4
1677      Tache1677                 1596        1           9
1678      Tache1678                 4788        7           4
1679      Tache1679                 3244        8           2
1680      Tache1680                 4864        2           5
1681      Tache1681                 2167        4          10
1682      Tache1682                 3377        9           6
1683      Tache1683                  559        8           0
1684      Tache1684                 1736        5           2
1685      Tache1685                  359        6           1
1686      Tache1686                  477        3           0
1687      Tache1687                 1567        8           3
1688      Tache1688                 4680        9           6
1689      Tache1689                 2054        1           0
1690      Tache1690                 1598        5           9
1691      Tache1691                  230        8           4
1692      Tache1692                 2344        5           5
1693      Tache1693                  570        5           1
1694      Tache1694                 4560        6           7
1695      Tache1695                  567        8           7
1696      Tache1696                 1930        1           4
1697      Tache1697                 1017        5           0
1698      Tache1698                 1940        1           4
1699      Tache1699                 3630        6           2
1700      Tache1700                 4454        5          10
1701      Tache1701                 2753        7           8
1702      Tache1702                 3716        6           2
1703      Tache1703                 2723        2           2
1704      Tache1704                 1966        6          10
1705      Tache1705                  190        2           2
1706      Tache1706                 4756        6           8
1707      Tache1707                 4610        6           4
1708      Tache1708                 4083        9          10
1709      Tache1709                 1116        1           7
1710      Tache1710                  211        9           9
1711      Tache1711                 1004        8           8
1712      Tache1712                 1836        6          10
1713      Tache1713                 1343        5           1
1714      Tache1714                 2748        2           3
1715      Tache1715                 3261        2           4
1716      Tache1716                 1206       10           6
1717      Tache1717                 4714        6           2
1718      Tache1718                 4003        5           8
1719      Tache1719                 3229        9           9
1720      Tache1720                 3581        4          10
1721      Tache1721                 3856        4           3
1722      Tache1722                 2931        7          10
1723      Tache1723                 4500        3           9
1724      Tache1724                  710        9           3
1725      Tache1725                  568       10           5
1726      Tache1726                 4989        8           6
1727      Tache1727                 1850        3           6
1728      Tache1728                 2089        9           9
1729      Tache1729                 4031        8           6
1730      Tache1730                  276        3           6
1731      Tache1731                  616        5           7
1732      Tache1732                  507        3           1
1733      Tache1733                 1498        9           6
1734      Tache1734                 4210        1           9
1735      Tache1735                 2609        7           6
1736      Tache1736                 3615        4           7
1737      Tache1737                 4737        9           1
1738      Tache1738                 1680        1           5
1739      Tache1739                 3772        6           2
1740      Tache1740                 1721        9           4
1741      Tache1741                 3828        5           9
1742      Tache1742                 4805        8           3
1743      Tache1743                 2564       10           9
1744      Tache1744                 1871        5           6
1745      Tache1745                 3067        6           3
1746      Tache1746                 1199        8           9
1747      Tache1747                 1373        3           1
1748      Tache1748                 2688        5           4
1749      Tache1749                 3059        8           6
1750      Tache1750                  241        7           1
1751      Tache1751                 3697        7           1
1752      Tache1752                 4591        8           7
1753      Tache1753                 1387        1           2
1754      Tache1754                 4331        6           9
1755      Tache1755                 1681        5           9
1756      Tache1756                  399        3          10
1757      Tache1757                 4154       10           1
1758      Tache1758                 3015        7           6
1759      Tache1759                 4217        4           1
1760      Tache1760                 4335       10           2
1761      Tache1761                 4755       10           4
1762      Tache1762                 1330       10           0
1763      Tache1763                  579        4           2
1764      Tache1764                 3255       10           3
1765      Tache1765                 1260        6           6
1766      Tache1766                 3427        2           7
1767      Tache1767                 1596       10           5
1768      Tache1768                  445        8           5
1769      Tache1769                 2535        1           7
1770      Tache1770                 4690        3           9
1771      Tache1771                  230        3           2
1772      Tache1772                  626        8          10
1773      Tache1773                 2630        5           8
1774      Tache1774                 3253       10           6
1775      Tache1775                 1839        6           9
1776      Tache1776                 2753        5           1
1777      Tache1777                 4888        3           2
1778      Tache1778                  254        1           9
1779      Tache1779                 4719        7           0
1780      Tache1780                 3966        7           6
1781      Tache1781                 1933       10           7
1782      Tache1782                 4980        8           9
1783      Tache1783                 2525       10           7
1784      Tache1784                  265        4           5
1785      Tache1785                 1984        5           4
1786      Tache1786                   32        7           6
1787      Tache1787                  229       10           8
1788      Tache1788                 2684        8           3
1789      Tache1789                 3521        5           4
1790      Tache1790                 4726        8           0
1791      Tache1791                  256        4           5
1792      Tache1792                 4620        8           2
1793      Tache1793                 3515        2           0
1794      Tache1794                 2175        7           7
1795      Tache1795                  903        4           6
1796      Tache1796                  428        5           4
1797      Tache1797                  760        6           9
1798      Tache1798                  886        2           4
1799      Tache1799                 3429       10           1
1800      Tache1800                 2206        3           8
1801      Tache1801                 4579        5           9
1802      Tache1802                 1309        9           8
1803      Tache1803                 3470        7           6
1804      Tache1804                 4456        7           0
1805      Tache1805                 2606        9           1
1806      Tache1806                 4900        7           6
1807      Tache1807                 2035        1           1
1808      Tache1808                 4842        3           0
1809      Tache1809                 1457        3           2
1810      Tache1810                 1476        3           8
1811      Tache1811                  646        7          10
1812      Tache1812                 2245        2           3
1813      Tache1813                 3409        2           9
1814      Tache1814                 2813        9           3
1815      Tache1815                 2894        7           4
1816      Tache1816                 3636        7           2
1817      Tache1817                  547        3           3
1818      Tache1818                 1340       10           8
1819      Tache1819                  481        9           0
1820      Tache1820                 4202        8           8
1821      Tache1821                 3294        7           3
1822      Tache1822                 2038        2           7
1823      Tache1823                 3633        5           9
1824      Tache1824                 2984        8          10
1825      Tache1825                  403        7           9
1826      Tache1826                 3616        4          10
1827      Tache1827                 3232        4           9
1828      Tache1828                 1759        3           9
1829      Tache1829                 1762        2           6
1830      Tache1830                 1995        4           7
1831      Tache1831                  512        9           4
1832      Tache1832                 1485        1           8
1833      Tache1833                 3957        7           3
1834      Tache1834                 3063        4           7
1835      Tache1835                 3840        3           8
1836      Tache1836                 2232        3           6
1837      Tache1837                 2173        8           9
1838      Tache1838                 4412        6          10
1839      Tache1839                 3347        8           0
1840      Tache1840                  579        6           9
1841      Tache1841                 4138        9           6
1842      Tache1842                  699        8           8
1843      Tache1843                 4559        6           4
1844      Tache1844                 4182        5           5
1845      Tache1845                 2927        1           4
1846      Tache1846                 3796        4           7
1847      Tache1847                  614        9           8
1848      Tache1848                 1404       10           8
1849      Tache1849                 2004        9           3
1850      Tache1850                 3368        7           6
1851      Tache1851                 3118        2           4
1852      Tache1852                 1757        8           6
1853      Tache1853                  865        7           0
1854      Tache1854                 3069        5           3
1855      Tache1855                 2642        4           4
1856      Tache1856                 2799        2           2
1857      Tache1857                 1910       10           0
1858      Tache1858                 2815        1           9
1859      Tache1859                 1637        9           5
1860      Tache1860                 4254        8           0
1861      Tache1861                 2589        4           0
1862      Tache1862                 1805        3           0
1863      Tache1863                 2416        8           1
1864      Tache1864                  764        9           1
1865      Tache1865                 1492        7           1
1866      Tache1866                 3695        7           4
1867      Tache1867                 1514        4           5
1868      Tache1868                 3597        4           7
1869      Tache1869                 4202        8           6
1870      Tache1870                  593        5           0
1871      Tache1871                 4137        7          10
1872      Tache1872                 4821        1           3
1873      Tache1873                 1922       10           2
1874      Tache1874                 4912        2           8
1875      Tache1875                 2149        8          10
1876      Tache1876                 2033       10           2
1877      Tache1877                 2667        2           6
1878      Tache1878                  702        3           2
1879      Tache1879                 2343        8           8
1880      Tache1880                 2872        5           7
1881      Tache1881                  191        9           9
1882      Tache1882                 2119        3           7
1883      Tache1883                 2352        7           9
1884      Tache1884                 3595        9           9
1885      Tache1885                 1657        5           9
1886      Tache1886                 3461        1           2
1887      Tache1887                  824        6           3
1888      Tache1888                 3316        9          10
1889      Tache1889                 2029        1          10
1890      Tache1890                 2776        8           4
1891      Tache1891                 1364        9           6
1892      Tache1892                 4539        4           4
1893      Tache1893                    6        6          10
1894      Tache1894                 3216        3           6
1895      Tache1895                 2392        7           6
1896      Tache1896                 2465        4           6
1897      Tache1897                 4192        7           0
1898      Tache1898                 3737        5           0
1899      Tache1899                 4445        4           3
1900      Tache1900                 4763        2           0
1901      Tache1901                 4660        7           1
1902      Tache1902                 4319        6           5
1903      Tache1903                 3938        7           0
1904      Tache1904                  401        5           2
1905      Tache1905                 4437       10           7
1906      Tache1906                 1566        7           8
1907      Tache1907                 2355        2           0
1908      Tache1908                 4764        2           8
1909      Tache1909                 2554        1          10
1910      Tache1910                 3475        6           7
1911      Tache1911                 2039        3           5
1912      Tache1912                 4906        6           9
1913      Tache1913                 2752        9           4
1914      Tache1914                  663        7           2
1915      Tache1915                 3051        8           0
1916      Tache1916                 3484        9           8
1917      Tache1917                 2904        6           7
1918      Tache1918                 2345        3           3
1919      Tache1919                 3286        3           9
1920      Tache1920                  325        7           2
1921      Tache1921                 4599        4           7
1922      Tache1922                  649        4           2
1923      Tache1923                 1629        9           0
1924      Tache1924                 3309        4           2
1925      Tache1925                 3507        6           1
1926      Tache1926                 4856        2           5
1927      Tache1927                 2737        9           7
1928      Tache1928                 4078        1           2
1929      Tache1929                 1441        8          10
1930      Tache1930                 2797        8          10
1931      Tache1931                 2712        3          10
1932      Tache1932                 3385        6          10
1933      Tache1933                 2802       10           6
1934      Tache1934                 1795        3           7
1935      Tache1935                 4312        5           9
1936      Tache1936                 4265        1           4
1937      Tache1937                 1601        1           7
1938      Tache1938                 2558       10           4
1939      Tache1939                 3656       10           8
1940      Tache1940                 3482       10           7
1941      Tache1941                 4396        4          10
1942      Tache1942                 2481        4           7
1943      Tache1943                 2162        6           8
1944      Tache1944                  594        2           1
1945      Tache1945                 1525        2           0
1946      Tache1946                  880        3           1
1947      Tache1947                 2634        3           2
1948      Tache1948                 1014       10           2
1949      Tache1949                 2982        6          10
1950      Tache1950                  102        6           2
1951      Tache1951                 3924        9           5
1952      Tache1952                  863        3           1
1953      Tache1953                 2961        1           6
1954      Tache1954                 2332        6           2
1955      Tache1955                 4568        1           4
1956      Tache1956                 4032        5           3
1957      Tache1957                 2531        7           4
1958      Tache1958                 1838        5          10
1959      Tache1959                 2952        8          10
1960      Tache1960                 2026        5           0
1961      Tache1961                 1173        4           9
1962      Tache1962                 2635        8           8
1963      Tache1963                 1425        3           4
1964      Tache1964                 1655        9           4
1965      Tache1965                 4878        6           3
1966      Tache1966                 2137        1           1
1967      Tache1967                 1904        1           2
1968      Tache1968                 4633       10           8
1969      Tache1969                 3064        8           6
1970      Tache1970                  880        4           9
1971      Tache1971                 4308        2           5
1972      Tache1972                 2824        1           8
1973      Tache1973                 3758        9           8
1974      Tache1974                 3526        8           5
1975      Tache1975                  316        2           4
1976      Tache1976                  751        9           9
1977      Tache1977                 4795        4           2
1978      Tache1978                 2013        8          10
1979      Tache1979                 4881        2           1
1980      Tache1980                 3285       10          10
1981      Tache1981                 1588        7           2
1982      Tache1982                 3909        5           1
1983      Tache1983                 4869        1           8
1984      Tache1984                 3188        8           4
1985      Tache1985                 3053        6           5
1986      Tache1986                 1052        6           7
1987      Tache1987                 2690        4          10
1988      Tache1988                 1948        5           3
1989      Tache1989                 4420       10           0
1990      Tache1990                 2373        9           9
1991      Tache1991                  587        7           8
1992      Tache1992                 2741        1          10
1993      Tache1993                 2683        3           1
1994      Tache1994                 1805        7           9
1995      Tache1995                  377       10           9
1996      Tache1996                 1922        7           3
1997      Tache1997                 2160        5           6
1998      Tache1998                  991        2           8
1999      Tache1999                 4222        2           2
2000      Tache2000                 2063        3           3
2001      Tache2001                 2438        6           7
2002      Tache2002                 1918        7           2
2003      Tache2003                 4877        6           8
2004      Tache2004                 4778        9           7
2005      Tache2005                 3775        2           6
2006      Tache2006                 2864        1           9
2007      Tache2007                 2311        8           9
2008      Tache2008                 3583        6           5
2009      Tache2009                 4357        5           9
2010      Tache2010                 1498        7           9
2011      Tache2011                  928        8           8
2012      Tache2012                  460        6           7
2013      Tache2013                  445        7           6
2014      Tache2014                  814        5           6
2015      Tache2015                 3244        2           9
2016      Tache2016                 4642       10           2
2017      Tache2017                 2294        1          10
2018      Tache2018                 3265        3           9
2019      Tache2019                 4630        7           6
2020      Tache2020                 2025        3           5
2021      Tache2021                 1407        9           9
2022      Tache2022                 2178        1           9
2023      Tache2023                   66        3           6
2024      Tache2024                 4090       10           6
2025      Tache2025                 4724        5           7
2026      Tache2026                 4320        8           3
2027      Tache2027                 4698        7           9
2028      Tache2028                 4157        2           8
2029      Tache2029                 2932        8           2
2030      Tache2030                 3820        8           1
2031      Tache2031                 2403        2           2
2032      Tache2032                 2756        7           5
2033      Tache2033                 2265        8           0
2034      Tache2034                 3520        4           7
2035      Tache2035                 2076        4           7
2036      Tache2036                 3249        1           4
2037      Tache2037                 2209        5           2
2038      Tache2038                 3247        2           7
2039      Tache2039                 2967        2           4
2040      Tache2040                 4632        4           6
2041      Tache2041                 1703        2           7
2042      Tache2042                 4057        1           1
2043      Tache2043                  189        4           2
2044      Tache2044                 4446        4           1
2045      Tache2045                 1642        8           6
2046      Tache2046                  167        8           8
2047      Tache2047                 4556        2           5
2048      Tache2048                 3275        7           5
2049      Tache2049                 4916        1           2
2050      Tache2050                 1255        4          10
2051      Tache2051                 2713        2           4
2052      Tache2052                 3111        4           6
2053      Tache2053                 3738        2           4
2054      Tache2054                 4071        6          10
2055      Tache2055                 1060        3           8
2056      Tache2056                 2965        3           3
2057      Tache2057                 2685        4           5
2058      Tache2058                   19        2           6
2059      Tache2059                 3493        3           6
2060      Tache2060                 2610        9           4
2061      Tache2061                 1738        8           5
2062      Tache2062                 1849        6           5
2063      Tache2063                 3517        9          10
2064      Tache2064                 1808        2           1
2065      Tache2065                  530        4          10
2066      Tache2066                 4636        9           7
2067      Tache2067                 4803        7           4
2068      Tache2068                 4150        5           7
2069      Tache2069                 4985        6           4
2070      Tache2070                 1427        6          10
2071      Tache2071                 4517        8           1
2072      Tache2072                 4319        2           0
2073      Tache2073                 2675       10           8
2074      Tache2074                 1821        1          10
2075      Tache2075                 1006       10           1
2076      Tache2076                 3383        3           1
2077      Tache2077                  640        6           6
2078      Tache2078                 1864        7           9
2079      Tache2079                 3391        3          10
2080      Tache2080                 2607        3           8
2081      Tache2081                 1158        8           8
2082      Tache2082                 4818        4           4
2083      Tache2083                 4156        2           3
2084      Tache2084                 4313        5           3
2085      Tache2085                 4046        6           0
2086      Tache2086                 1945        2           7
2087      Tache2087                 3765        9           5
2088      Tache2088                 1527        8           7
2089      Tache2089                 2293        8          10
2090      Tache2090                 2721       10           1
2091      Tache2091                 1377        7           1
2092      Tache2092                 2397        7           0
2093      Tache2093                 1539        3           7
2094      Tache2094                 2093        3          10
2095      Tache2095                  136       10           1
2096      Tache2096                 4157        9           3
2097      Tache2097                  373        2           9
2098      Tache2098                  292        9           4
2099      Tache2099                 4124        8           5
2100      Tache2100                 1321        6           4
2101      Tache2101                 2251        3           1
2102      Tache2102                 2288        7           8
2103      Tache2103                 2689        4           6
2104      Tache2104                 2477        6           6
2105      Tache2105                 2393        9           5
2106      Tache2106                 2727        8           1
2107      Tache2107                 3482        1           2
2108      Tache2108                 4598       10           4
2109      Tache2109                 1452        5           2
2110      Tache2110                 2110        9           1
2111      Tache2111                 4541        2           7
2112      Tache2112                 2036        9           3
2113      Tache2113                  964        7           4
2114      Tache2114                  729        5           3
2115      Tache2115                 3932        2           1
2116      Tache2116                 4036        2           1
2117      Tache2117                 1126        8           0
2118      Tache2118                 4712        5           0
2119      Tache2119                 2427        8           4
2120      Tache2120                 3673        4           5
2121      Tache2121                 3615        4           7
2122      Tache2122                 4079       10           1
2123      Tache2123                 1472        4           3
2124      Tache2124                  310        1           3
2125      Tache2125                 4922        8           9
2126      Tache2126                  492        8           2
2127      Tache2127                 4043        5          10
2128      Tache2128                 3255        5           4
2129      Tache2129                  459        4           3
2130      Tache2130                 1912        3           8
2131      Tache2131                 1825        3           5
2132      Tache2132                 3857        5           4
2133      Tache2133                 4165        1          10
2134      Tache2134                  308        9           0
2135      Tache2135                  559        8           1
2136      Tache2136                  679        6           3
2137      Tache2137                 2288        9          10
2138      Tache2138                  410        1           6
2139      Tache2139                 2205        4           7
2140      Tache2140                 4263        9           5
2141      Tache2141                 2017        2          10
2142      Tache2142                 2245        3           5
2143      Tache2143                 2728        2           2
2144      Tache2144                 2040        5          10
2145      Tache2145                 3105        2           9
2146      Tache2146                  504        7           8
2147      Tache2147                 3070        8           6
2148      Tache2148                 2836        9           0
